PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty4.son;TIME0(sec)=1417771353.677;numPings=8378;SonarWidth=577;SonarHeight=739;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417771353.73200011253356933594;0;1;-0.128;-0.231;0.017;-0.128;-0.231;0.017;-0.127;-0.231;0.017;-0.278;-0.824;0.079;-0.278;-0.824;0.079;-0.277;-0.825;0.079;0.127;0.706;-0.085;0.127;0.706;-0.085;0.128;0.706;-0.085;0.018;0.286;-0.109;0.018;0.286;-0.109;0.019;0.286;-0.109;931;844;833;533;533;356;1000;1000.000;668.000;1000;1000.000;770.000;1;1;1;1;
1417771353.78699994087219238281;1;2;-0.064;-0.090;-0.002;-0.191;-0.321;0.015;-0.191;-0.321;0.015;-0.184;0.193;-0.025;-0.462;-0.631;0.054;-0.461;-0.632;0.054;0.030;-0.069;0.000;0.158;0.637;-0.085;0.159;0.637;-0.085;-0.359;0.698;-0.154;-0.341;0.984;-0.264;-0.337;0.986;-0.264;939;861;842;513;513;333;1000;1000.000;702.000;1000;1000.000;785.000;1;1;1;1;
1417771353.84200000762939453125;2;3;-0.044;0.045;-0.012;-0.235;-0.276;0.003;-0.235;-0.276;0.003;-0.170;0.556;-0.099;-0.632;-0.075;-0.045;-0.630;-0.076;-0.045;-0.274;0.132;-0.065;-0.116;0.769;-0.150;-0.115;0.770;-0.150;-0.319;0.205;-0.030;-0.660;1.189;-0.294;-0.655;1.193;-0.294;916;846;832;533;533;354;1000;1000.000;698.000;1000;1000.000;796.000;1;1;1;1;
1417771353.89700007438659667969;3;4;-0.017;-0.007;-0.018;-0.252;-0.284;-0.016;-0.252;-0.284;-0.016;-0.120;0.416;-0.068;-0.752;0.341;-0.113;-0.749;0.341;-0.113;-0.060;-0.153;0.010;-0.176;0.616;-0.139;-0.175;0.617;-0.139;0.058;-0.738;0.068;-0.602;0.451;-0.226;-0.600;0.454;-0.226;937;855;843;506;506;354;1000;1000.000;696.000;1000;1000.000;791.000;1;1;1;1;
1417771353.95199990272521972656;4;5;-0.046;0.034;-0.009;-0.298;-0.249;-0.025;-0.298;-0.250;-0.025;-0.247;-0.142;-0.001;-0.999;0.199;-0.114;-0.997;0.199;-0.114;-0.026;0.119;-0.012;-0.202;0.736;-0.152;-0.201;0.736;-0.152;-0.000;-0.130;-0.046;-0.603;0.321;-0.272;-0.602;0.324;-0.272;946;852;839;514;514;361;1000;1000.000;669.000;1000;1000.000;788.000;1;1;1;1;
1417771354.00600004196166992188;5;6;-0.110;-0.077;-0.003;-0.408;-0.326;-0.028;-0.408;-0.326;-0.028;-0.222;0.446;-0.071;-1.221;0.645;-0.185;-1.218;0.646;-0.185;-0.727;1.226;-0.303;-0.930;1.962;-0.455;-0.919;1.968;-0.455;-0.363;0.163;-0.035;-0.966;0.484;-0.308;-0.964;0.489;-0.308;920;846;825;519;519;360;1000;1000.000;683.000;1000;1000.000;808.000;1;1;1;1;
1417771354.06100010871887207031;6;7;-0.053;-0.114;0.017;-0.461;-0.440;-0.011;-0.461;-0.440;-0.011;-0.114;0.216;-0.032;-1.335;0.860;-0.217;-1.331;0.862;-0.217;-0.030;-0.443;0.067;-0.960;1.519;-0.387;-0.952;1.526;-0.387;0.002;0.290;0.008;-0.964;0.774;-0.300;-0.960;0.779;-0.300;941;854;839;512;512;349;1001;1001.000;664.000;1000;1000.000;829.000;1;1;1;1;
1417771354.11599993705749511719;7;8;-0.066;0.082;-0.017;-0.527;-0.358;-0.028;-0.527;-0.358;-0.028;-0.180;0.250;-0.028;-1.515;1.110;-0.245;-1.510;1.112;-0.245;0.159;0.104;-0.012;-0.800;1.623;-0.399;-0.791;1.629;-0.399;-0.170;0.765;-0.145;-1.133;1.540;-0.445;-1.124;1.546;-0.445;938;853;847;529;529;372;1000;1000.000;671.000;1000;1000.000;798.000;1;1;1;1;
1417771354.17100000381469726562;8;9;-0.067;-0.114;0.014;-0.594;-0.472;-0.014;-0.594;-0.472;-0.014;0.021;0.100;0.010;-1.494;1.211;-0.235;-1.488;1.213;-0.235;-0.087;0.239;-0.022;-0.887;1.862;-0.421;-0.876;1.868;-0.421;-0.033;-0.613;0.035;-1.167;0.926;-0.410;-1.161;0.933;-0.410;917;834;828;543;543;382;1000;1000.000;673.000;1000;1000.000;792.000;1;1;1;1;
1417771354.22600007057189941406;9;10;-0.055;0.107;-0.013;-0.649;-0.366;-0.026;-0.649;-0.366;-0.026;-0.048;0.268;-0.067;-1.542;1.479;-0.302;-1.535;1.481;-0.302;-0.097;0.169;-0.029;-0.984;2.031;-0.450;-0.972;2.037;-0.450;-0.656;0.130;-0.091;-1.823;1.057;-0.501;-1.816;1.069;-0.501;943;841;823;544;544;383;1000;1000.000;689.000;1000;1000.000;799.000;1;1;1;1;
