length=;383;
t1;t2;x;y;yaw;numCorners;numMatches;numInliers;estValid;
1417783766.62100005149841308594;1417783766.70099997520446777344;0.137;-0.224;-0.148;990;604;597;1;
1417783766.70099997520446777344;1417783766.78200006484985351562;0.030;0.031;-0.189;1000;622;618;1;
1417783766.78200006484985351562;1417783766.86199998855590820312;0.064;-0.196;-0.171;969;612;607;1;
1417783766.86199998855590820312;1417783766.94199991226196289062;0.130;-0.254;-0.194;1000;635;628;1;
1417783766.94199991226196289062;1417783767.02300000190734863281;-0.077;-0.149;-0.230;1000;622;622;1;
1417783767.02300000190734863281;1417783767.10299992561340332031;0.084;-0.150;-0.271;1000;669;668;1;
1417783767.10299992561340332031;1417783767.18400001525878906250;0.067;-0.744;-0.207;1000;663;663;1;
1417783767.18400001525878906250;1417783767.26500010490417480469;0.095;0.227;-0.423;1000;662;662;1;
1417783767.26500010490417480469;1417783767.34599995613098144531;0.085;0.494;-0.495;1000;654;649;1;
1417783767.34599995613098144531;1417783767.42600011825561523438;0.090;-0.087;-0.453;971;675;675;1;
1417783767.42600011825561523438;1417783767.50799989700317382812;-0.077;0.569;-0.589;1000;704;699;1;
1417783767.50799989700317382812;1417783767.58899998664855957031;0.094;0.221;-0.574;1000;726;726;1;
1417783767.58899998664855957031;1417783767.67000007629394531250;0.257;0.184;-0.643;1000;723;718;1;
1417783767.67000007629394531250;1417783767.75200009346008300781;0.007;0.622;-0.636;1000;724;724;1;
1417783767.75200009346008300781;1417783767.83400011062622070312;0.044;0.220;-0.630;926;719;714;1;
1417783767.83400011062622070312;1417783767.91499996185302734375;-0.018;-0.005;-0.631;920;704;704;1;
1417783767.91499996185302734375;1417783767.99699997901916503906;0.074;0.012;-0.610;951;721;719;1;
1417783767.99699997901916503906;1417783768.07800006866455078125;0.212;0.722;-0.688;964;738;737;1;
1417783768.07800006866455078125;1417783768.16000008583068847656;0.078;0.081;-0.524;761;628;628;1;
1417783768.16000008583068847656;1417783768.24200010299682617188;0.044;-0.037;-0.513;755;638;638;1;
1417783768.24200010299682617188;1417783768.32399988174438476562;0.042;-0.306;-0.494;733;618;618;1;
1417783768.32399988174438476562;1417783768.40599989891052246094;0.106;-0.415;-0.438;849;684;683;1;
1417783768.40599989891052246094;1417783768.48900008201599121094;0.003;-0.028;-0.457;839;687;687;1;
1417783768.48900008201599121094;1417783768.57100009918212890625;-0.069;-0.127;-0.384;897;712;712;1;
1417783768.57100009918212890625;1417783768.65300011634826660156;0.009;0.043;-0.361;926;733;731;1;
1417783768.65300011634826660156;1417783768.73600006103515625000;0.048;0.301;-0.418;909;728;724;1;
1417783768.73600006103515625000;1417783768.81800007820129394531;0.046;0.654;-0.498;955;759;758;1;
1417783768.81800007820129394531;1417783768.90199995040893554688;-0.045;-0.091;-0.371;985;783;780;1;
1417783768.90199995040893554688;1417783768.98399996757507324219;0.071;0.146;-0.387;953;773;769;1;
1417783768.98399996757507324219;1417783769.06699991226196289062;0.070;-0.023;-0.334;1000;801;800;1;
1417783769.06699991226196289062;1417783769.14899992942810058594;0.096;0.021;-0.346;1000;787;782;1;
1417783769.14899992942810058594;1417783769.23099994659423828125;0.033;0.174;-0.330;1000;783;783;1;
1417783769.23099994659423828125;1417783769.31299996376037597656;0.017;-0.091;-0.284;998;770;767;1;
1417783769.31299996376037597656;1417783769.39599990844726562500;-0.038;-0.231;-0.264;933;755;752;1;
1417783769.39599990844726562500;1417783769.47799992561340332031;-0.006;0.023;-0.275;984;777;777;1;
1417783769.47799992561340332031;1417783769.55999994277954101562;-0.067;0.407;-0.359;965;772;772;1;
1417783769.55999994277954101562;1417783769.64199995994567871094;-0.086;-0.252;-0.257;961;745;745;1;
1417783769.64199995994567871094;1417783769.72499990463256835938;-0.129;-0.067;-0.288;1000;763;759;1;
1417783769.72499990463256835938;1417783769.80699992179870605469;-0.033;-0.185;-0.264;993;744;743;1;
1417783769.80699992179870605469;1417783769.89000010490417480469;-0.005;-0.127;-0.228;889;718;716;1;
1417783769.89000010490417480469;1417783769.97300004959106445312;0.024;-0.104;-0.249;874;707;703;1;
1417783769.97300004959106445312;1417783770.05500006675720214844;0.026;-0.254;-0.208;932;720;710;1;
1417783770.05500006675720214844;1417783770.13700008392333984375;-0.060;0.038;-0.262;889;703;701;1;
1417783770.13700008392333984375;1417783770.22000002861022949219;0.041;-0.066;-0.217;963;739;737;1;
1417783770.22000002861022949219;1417783770.30299997329711914062;-0.034;0.026;-0.278;985;748;747;1;
1417783770.30299997329711914062;1417783770.38599991798400878906;-0.107;-0.118;-0.231;943;734;728;1;
1417783770.38599991798400878906;1417783770.46799993515014648438;-0.009;0.024;-0.263;960;738;728;1;
1417783770.46799993515014648438;1417783770.55100011825561523438;0.027;-0.066;-0.254;979;735;729;1;
1417783770.55100011825561523438;1417783770.63299989700317382812;-0.047;-0.407;-0.132;969;734;732;1;
1417783770.63299989700317382812;1417783770.71600008010864257812;-0.071;-0.085;-0.235;892;692;690;1;
1417783770.71600008010864257812;1417783770.79900002479553222656;0.094;-0.159;-0.212;913;710;704;1;
1417783770.79900002479553222656;1417783770.88100004196166992188;-0.106;-0.146;-0.207;837;669;665;1;
