PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty1.son;TIME0(sec)=1417770358.051;numPings=361;SonarWidth=637;SonarHeight=815;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417770358.12400007247924804688;0;1;0.571;-0.691;0.245;0.571;-0.691;0.245;0.574;-0.688;0.245;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;1000;172;172;3;3;3;1000;1000.000;1000.000;81;81.000;81.000;1;0;0;0;
1417770358.19799995422363281250;1;2;0.236;0.178;0.126;0.807;-0.513;0.371;0.809;-0.509;0.371;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.476;130.366;-16.918;0.476;130.366;-16.918;38.391;124.586;-16.918;1000;205;205;5;5;5;1000;1000.000;1000.000;121;121.000;121.000;1;0;0;1;
1417770358.27099990844726562500;2;3;0.032;-0.137;0.254;0.839;-0.651;0.625;0.842;-0.646;0.625;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.476;130.366;-16.918;38.391;124.586;-16.918;1000;224;224;7;7;7;1000;1000.000;1000.000;129;129.000;129.000;1;0;0;0;
1417770358.34500002861022949219;3;4;0.418;-0.099;0.241;1.257;-0.749;0.865;1.262;-0.739;0.865;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-66.841;8.380;-5.294;-66.366;138.746;-22.212;-20.322;157.612;-22.212;1000;241;241;5;5;5;1000;1000.000;1000.000;145;145.000;145.000;1;0;0;1;
1417770358.41899991035461425781;4;5;0.469;-0.989;0.477;1.726;-1.738;1.343;1.754;-1.716;1.343;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-66.366;138.746;-22.212;-20.322;157.612;-22.212;1000;292;292;8;8;8;1000;1000.000;1000.000;175;175.000;175.000;1;0;0;0;
1417770358.49300003051757812500;5;6;0.288;-1.143;0.661;2.014;-2.881;2.004;2.082;-2.849;2.004;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-66.366;138.746;-22.212;-20.322;157.612;-22.212;1000;293;293;9;9;9;1000;1000.000;1000.000;190;190.000;190.000;1;0;0;0;
1417770358.56599998474121093750;6;7;-0.522;-5.188;1.456;1.492;-8.069;3.460;1.874;-8.059;3.460;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-66.366;138.746;-22.212;-20.322;157.612;-22.212;1000;316;316;17;17;17;1000;1000.000;1000.000;204;204.000;204.000;1;0;0;0;
1417770358.64000010490417480469;7;8;0.190;0.700;0.578;1.682;-7.369;4.038;2.014;-7.347;4.038;-13.590;3.577;1.613;-13.590;3.577;1.613;-13.685;3.193;1.613;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-66.366;138.746;-22.212;-20.322;157.612;-22.212;1000;350;350;10;10;10;1001;1001.000;1001.000;211;211.000;211.000;1;1;0;0;
1417770358.71300005912780761719;8;9;-0.019;-1.957;1.010;1.663;-9.326;5.048;2.167;-9.298;5.048;0.000;-0.000;-0.000;-13.590;3.577;1.613;-13.685;3.193;1.613;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-19.674;-9.822;0.379;-86.040;128.924;-21.833;-42.238;155.812;-21.833;1000;370;370;16;16;16;1000;1000.000;1000.000;272;272.000;272.000;1;0;0;1;
1417770358.78699994087219238281;9;10;0.345;-0.796;0.886;2.008;-10.122;5.933;2.593;-10.054;5.933;0.000;-0.000;-0.000;-13.590;3.577;1.613;-13.685;3.193;1.613;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-86.040;128.924;-21.833;-42.238;155.812;-21.833;1000;380;380;17;17;17;1000;1000.000;1000.000;290;290.000;290.000;1;0;0;0;
