length=;1065;
t1;t2;x;y;yaw;numCorners;numMatches;numInliers;estValid;
1417774101.99099993705749511719;1417774102.04900002479553222656;0.564;-0.631;-0.096;535;50;50;1;
1417774102.04900002479553222656;1417774102.10700011253356933594;2.250;-2.989;0.413;541;56;56;1;
1417774102.10700011253356933594;1417774102.16499996185302734375;-0.599;5.852;-0.614;518;44;44;1;
1417774102.16499996185302734375;1417774102.22399997711181640625;-0.459;4.237;-0.504;553;79;79;1;
1417774102.22399997711181640625;1417774102.28200006484985351562;-1.570;6.225;-0.693;549;42;42;1;
1417774102.28200006484985351562;1417774102.33999991416931152344;0.828;-0.155;0.018;553;61;60;1;
1417774102.33999991416931152344;1417774102.39800000190734863281;0.036;2.394;-0.224;536;63;63;1;
1417774102.39800000190734863281;1417774102.45600008964538574219;0.533;0.794;-0.025;551;64;64;1;
1417774102.45600008964538574219;1417774102.51399993896484375000;0.062;1.016;-0.106;535;65;65;1;
1417774102.51399993896484375000;1417774102.57200002670288085938;1.861;-3.421;0.415;551;60;60;1;
1417774102.57200002670288085938;1417774102.63000011444091796875;0.203;2.183;-0.215;567;69;69;1;
1417774102.63000011444091796875;1417774102.68799996376037597656;-0.347;1.510;-0.393;577;116;116;1;
1417774102.68799996376037597656;1417774102.74699997901916503906;-0.838;5.884;-0.600;556;63;63;1;
1417774102.74699997901916503906;1417774102.80500006675720214844;0.341;1.044;-0.087;584;65;64;1;
1417774102.80500006675720214844;1417774102.86299991607666015625;-0.271;2.738;-0.269;605;67;66;1;
1417774102.86299991607666015625;1417774102.92100000381469726562;1.052;-0.158;0.036;567;65;65;1;
1417774102.92100000381469726562;1417774102.97900009155273437500;0.702;-0.008;0.044;561;64;64;1;
1417774102.97900009155273437500;1417774103.03699994087219238281;0.119;1.541;-0.185;563;73;73;1;
1417774103.03699994087219238281;1417774103.09500002861022949219;1.284;-2.116;0.235;556;88;88;1;
1417774103.09500002861022949219;1417774103.15400004386901855469;0.723;-0.339;0.048;583;97;96;1;
1417774103.15400004386901855469;1417774103.21199989318847656250;-0.273;4.379;-0.474;586;99;99;1;
1417774103.21199989318847656250;1417774103.26999998092651367188;0.677;0.005;0.067;580;101;101;1;
1417774103.26999998092651367188;1417774103.32699990272521972656;1.000;-0.455;0.047;585;94;94;1;
1417774103.32699990272521972656;1417774103.38499999046325683594;0.825;0.104;0.025;602;93;89;1;
1417774103.38499999046325683594;1417774103.44300007820129394531;0.952;-0.667;0.073;595;100;96;1;
1417774103.44300007820129394531;1417774103.50200009346008300781;1.066;-0.250;0.027;605;102;102;1;
1417774103.50200009346008300781;1417774103.55999994277954101562;0.124;1.903;-0.219;589;122;122;1;
1417774103.55999994277954101562;1417774103.61700010299682617188;0.857;-0.492;0.071;596;119;117;1;
1417774103.61700010299682617188;1417774103.67600011825561523438;0.439;0.998;-0.111;594;116;115;1;
1417774103.67600011825561523438;1417774103.73399996757507324219;1.037;-1.502;0.207;620;137;137;1;
1417774103.73399996757507324219;1417774103.79200005531311035156;1.039;-1.521;0.174;607;131;130;1;
1417774103.79200005531311035156;1417774103.84999990463256835938;0.609;-0.903;0.082;611;118;116;1;
1417774103.84999990463256835938;1417774103.90799999237060546875;0.726;1.459;-0.177;627;115;115;1;
1417774103.90799999237060546875;1417774103.96600008010864257812;0.004;3.157;-0.326;608;150;149;1;
1417774103.96600008010864257812;1417774104.02500009536743164062;1.225;-2.240;0.253;608;133;133;1;
1417774104.02500009536743164062;1417774104.08299994468688964844;0.527;1.359;-0.141;633;154;154;1;
1417774104.08299994468688964844;1417774104.14100003242492675781;0.648;0.519;-0.051;629;155;152;1;
1417774104.14100003242492675781;1417774104.19899988174438476562;0.328;1.643;-0.154;631;156;156;1;
1417774104.19899988174438476562;1417774104.25699996948242187500;0.567;-0.554;0.074;614;156;156;1;
1417774104.25699996948242187500;1417774104.31500005722045898438;0.338;0.476;-0.024;621;171;169;1;
1417774104.31500005722045898438;1417774104.37299990653991699219;0.488;0.969;-0.110;605;145;145;1;
1417774104.37299990653991699219;1417774104.43099999427795410156;0.716;0.661;-0.062;632;151;146;1;
1417774104.43099999427795410156;1417774104.48900008201599121094;0.900;-1.692;0.194;640;156;156;1;
1417774104.48900008201599121094;1417774104.54699993133544921875;0.114;2.863;-0.280;623;137;137;1;
1417774104.54699993133544921875;1417774104.60500001907348632812;0.505;1.149;-0.112;625;155;155;1;
1417774104.60500001907348632812;1417774104.66300010681152343750;0.549;0.851;-0.065;654;159;159;1;
1417774104.66300010681152343750;1417774104.72199988365173339844;0.365;0.945;-0.073;636;162;157;1;
1417774104.72199988365173339844;1417774104.77999997138977050781;0.622;0.944;-0.072;645;172;167;1;
1417774104.77999997138977050781;1417774104.83800005912780761719;0.610;0.849;-0.078;635;161;156;1;
1417774104.83800005912780761719;1417774104.89599990844726562500;0.436;0.985;-0.079;642;169;166;1;
1417774104.89599990844726562500;1417774104.95399999618530273438;0.715;0.617;-0.043;642;161;161;1;
1417774104.95399999618530273438;1417774105.01200008392333984375;0.225;2.221;-0.261;654;158;157;1;
1417774105.01200008392333984375;1417774105.06999993324279785156;0.381;1.257;-0.126;647;152;146;1;
1417774105.06999993324279785156;1417774105.12800002098083496094;0.437;0.743;-0.091;678;180;177;1;
1417774105.12800002098083496094;1417774105.18600010871887207031;0.415;1.381;-0.138;656;158;154;1;
1417774105.18600010871887207031;1417774105.24399995803833007812;-0.045;2.524;-0.280;629;152;152;1;
1417774105.24399995803833007812;1417774105.30200004577636718750;0.825;-0.297;0.042;669;154;154;1;
1417774105.30200004577636718750;1417774105.35999989509582519531;0.584;0.841;-0.062;650;158;158;1;
1417774105.35999989509582519531;1417774105.41799998283386230469;0.745;0.129;0.010;661;161;161;1;
1417774105.41799998283386230469;1417774105.47600007057189941406;0.464;0.914;-0.088;663;161;154;1;
1417774105.47600007057189941406;1417774105.53399991989135742188;0.846;-0.540;0.098;670;141;136;1;
1417774105.53399991989135742188;1417774105.59299993515014648438;0.535;0.576;-0.055;638;153;151;1;
1417774105.59299993515014648438;1417774105.65100002288818359375;0.789;0.061;0.009;664;170;170;1;
1417774105.65100002288818359375;1417774105.70900011062622070312;0.343;1.535;-0.184;656;156;154;1;
1417774105.70900011062622070312;1417774105.76699995994567871094;0.675;0.107;-0.002;666;166;164;1;
1417774105.76699995994567871094;1417774105.82500004768371582031;0.428;0.126;-0.029;644;153;153;1;
1417774105.82500004768371582031;1417774105.88299989700317382812;0.819;0.049;0.006;647;144;144;1;
1417774105.88299989700317382812;1417774105.94199991226196289062;0.733;-0.526;0.076;660;150;147;1;
1417774105.94199991226196289062;1417774106.00000000000000000000;0.698;0.459;-0.047;656;143;142;1;
1417774106.00000000000000000000;1417774106.05800008773803710938;0.655;0.978;-0.119;654;160;160;1;
1417774106.05800008773803710938;1417774106.11599993705749511719;1.277;-1.572;0.196;665;170;169;1;
1417774106.11599993705749511719;1417774106.17400002479553222656;0.575;-0.016;0.005;658;178;177;1;
1417774106.17400002479553222656;1417774106.23300004005432128906;0.680;0.102;0.016;650;161;161;1;
1417774106.23300004005432128906;1417774106.28999996185302734375;0.617;0.241;-0.027;656;179;177;1;
1417774106.28999996185302734375;1417774106.34800004959106445312;0.753;0.426;0.002;676;186;185;1;
1417774106.34800004959106445312;1417774106.40599989891052246094;0.510;0.691;-0.074;663;190;187;1;
1417774106.40599989891052246094;1417774106.46399998664855957031;1.085;-1.283;0.175;680;205;202;1;
1417774106.46399998664855957031;1417774106.52200007438659667969;0.395;1.838;-0.205;686;197;195;1;
1417774106.52200007438659667969;1417774106.57999992370605468750;0.648;0.468;-0.020;683;221;215;1;
1417774106.57999992370605468750;1417774106.63800001144409179688;0.529;0.756;-0.060;675;220;217;1;
1417774106.63800001144409179688;1417774106.69600009918212890625;0.404;2.176;-0.246;665;221;220;1;
