PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty3a.son;TIME0(sec)=1417770875.314;numPings=3858;SonarWidth=637;SonarHeight=815;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417770875.39000010490417480469;0;1;-0.107;0.542;-0.046;-0.107;0.542;-0.046;-0.107;0.543;-0.046;0.210;1.295;-0.201;0.210;1.295;-0.201;0.215;1.294;-0.201;0.308;1.052;-0.045;0.308;1.052;-0.045;0.309;1.052;-0.045;-0.327;0.083;-0.027;-0.327;0.083;-0.027;-0.327;0.083;-0.027;918;599;597;289;289;181;1000;1000.000;879.000;1000;1000.000;671.000;1;1;1;1;
1417770875.46499991416931152344;1;2;-0.029;0.574;-0.102;-0.136;1.116;-0.148;-0.134;1.116;-0.148;0.165;0.228;0.071;0.375;1.523;-0.130;0.380;1.522;-0.130;-0.597;0.826;-0.077;-0.289;1.878;-0.122;-0.286;1.879;-0.122;0.243;1.164;-0.265;-0.084;1.246;-0.292;-0.078;1.245;-0.292;949;616;591;293;293;190;1000;1000.000;582.000;1000;1000.000;657.000;1;1;1;1;
1417770875.54099988937377929688;2;3;-0.116;0.316;-0.021;-0.252;1.433;-0.168;-0.249;1.433;-0.168;0.361;0.685;-0.187;0.736;2.208;-0.317;0.745;2.205;-0.317;0.000;-0.000;-0.000;-0.289;1.878;-0.122;-0.286;1.879;-0.122;0.538;0.861;-0.154;0.454;2.107;-0.446;0.466;2.102;-0.446;838;581;564;284;284;189;1000;1000.000;936.000;1000;1000.000;661.000;1;1;0;1;
1417770875.61700010299682617188;3;4;-0.074;0.555;-0.085;-0.326;1.988;-0.253;-0.321;1.989;-0.253;0.085;0.321;-0.068;0.821;2.529;-0.385;0.832;2.525;-0.385;0.406;-0.122;0.134;0.118;1.756;0.012;0.120;1.757;0.012;-0.324;-1.665;0.286;0.129;0.443;-0.160;0.137;0.438;-0.160;852;584;571;294;294;177;1000;1000.000;985.000;978;978.000;665.000;1;1;1;1;
1417770875.69300007820129394531;4;5;-0.076;0.260;-0.030;-0.403;2.248;-0.283;-0.396;2.249;-0.283;-0.001;0.351;-0.033;0.820;2.880;-0.418;0.834;2.876;-0.418;0.247;-0.749;0.107;0.365;1.008;0.119;0.369;1.009;0.119;-0.330;0.125;-0.028;-0.201;0.567;-0.188;-0.193;0.564;-0.188;821;565;550;274;274;165;1000;1000.000;740.000;936;936.000;628.000;1;1;1;1;
1417770875.76900005340576171875;5;6;0.045;0.153;-0.021;-0.357;2.401;-0.303;-0.350;2.402;-0.303;-0.415;1.920;-0.397;0.405;4.800;-0.815;0.446;4.802;-0.815;0.028;-1.054;0.200;0.393;-0.046;0.318;0.403;-0.045;0.318;0.695;-1.483;0.226;0.494;-0.916;0.038;0.503;-0.919;0.038;867;590;568;276;276;175;1000;1000.000;580.000;903;903.000;649.000;1;1;1;1;
1417770875.84400010108947753906;6;7;-0.082;0.158;-0.023;-0.439;2.559;-0.326;-0.430;2.560;-0.326;-0.172;0.176;0.024;0.233;4.976;-0.791;0.276;4.981;-0.791;-0.117;-0.225;-0.000;0.275;-0.271;0.318;0.287;-0.270;0.318;0.327;0.059;-0.013;0.821;-0.857;0.025;0.830;-0.860;0.025;900;588;564;277;277;165;1000;1000.000;711.000;1000;1000.000;669.000;1;1;1;1;
1417770875.92000007629394531250;7;8;0.018;0.059;-0.011;-0.421;2.618;-0.337;-0.412;2.619;-0.337;-0.078;-0.469;0.093;0.154;4.508;-0.698;0.192;4.513;-0.698;0.185;-0.636;0.193;0.460;-0.908;0.512;0.477;-0.905;0.512;-0.440;-1.145;0.240;0.381;-2.002;0.266;0.396;-2.007;0.266;935;605;592;279;279;166;1000;1000.000;934.000;1000;1000.000;679.000;1;1;1;1;
1417770875.99499988555908203125;8;9;-0.077;-0.121;0.030;-0.497;2.496;-0.307;-0.489;2.498;-0.307;0.287;-2.975;0.543;0.442;1.532;-0.156;0.471;1.537;-0.156;-0.280;0.892;-0.181;0.180;-0.016;0.331;0.192;-0.015;0.331;0.000;-0.000;-0.000;0.381;-2.002;0.266;0.396;-2.007;0.266;953;616;599;284;284;169;1000;1000.000;663.000;1000;1000.000;667.000;1;1;1;1;
1417770876.07100009918212890625;9;10;0.063;-0.120;0.037;-0.435;2.377;-0.270;-0.427;2.378;-0.270;0.013;-0.740;0.115;0.455;0.792;-0.040;0.484;0.797;-0.040;-1.467;9.173;-1.785;-1.287;9.157;-1.454;-1.042;9.192;-1.454;-0.047;-1.636;0.280;0.334;-3.639;0.546;0.364;-3.644;0.546;902;587;583;284;284;173;1000;1000.000;803.000;1000;1000.000;683.000;1;1;1;1;
1417770876.14599990844726562500;10;11;-0.035;-0.311;0.053;-0.470;2.065;-0.217;-0.464;2.067;-0.217;0.401;0.871;-0.164;0.856;1.664;-0.204;0.888;1.667;-0.204;0.119;-1.026;0.228;-1.168;8.131;-1.225;-0.945;8.164;-1.225;0.323;-0.132;0.026;0.657;-3.771;0.572;0.688;-3.773;0.572;916;606;594;266;266;163;1000;1000.000;697.000;1000;1000.000;667.000;1;1;1;1;
1417770876.22099995613098144531;11;12;0.002;-0.212;0.025;-0.468;1.853;-0.192;-0.463;1.855;-0.192;-0.122;-1.026;0.204;0.734;0.638;-0.000;0.766;0.641;0.000;0.079;1.549;-0.382;-1.088;9.680;-1.608;-0.822;9.710;-1.608;-0.311;0.929;-0.137;0.346;-2.841;0.435;0.371;-2.846;0.435;984;610;594;277;277;161;1000;1000.000;959.000;1000;1000.000;679.000;1;1;1;1;
1417770876.29699993133544921875;12;13;-0.049;-0.402;0.042;-0.517;1.451;-0.149;-0.513;1.453;-0.149;0.245;-0.537;-0.076;0.978;0.102;-0.076;1.010;0.104;-0.076;-0.087;2.281;-0.555;-1.175;11.961;-2.163;-0.822;11.992;-2.163;-0.326;-0.562;0.046;0.020;-3.403;0.481;0.049;-3.410;0.481;1000;628;609;282;282;171;1000;1000.000;602.000;1000;1000.000;661.000;1;1;1;1;
