PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty7.son;TIME0(sec)=1417773590.826;numPings=7846;SonarWidth=577;SonarHeight=739;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417773590.88400006294250488281;0;1;0.819;-0.483;0.066;0.819;-0.483;0.066;0.819;-0.482;0.066;0.754;0.031;-0.013;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-10.386;4.835;-1.242;-10.386;4.835;-1.242;-10.279;5.059;-1.242;762;384;375;6;6;6;1000;1000.000;1000.000;144;144.000;144.000;1;1;0;1;
1417773590.94199991226196289062;1;2;1.070;-0.358;0.045;1.889;-0.841;0.112;1.890;-0.838;0.112;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-0.743;3.484;-0.333;-11.129;8.319;-1.574;-10.926;8.562;-1.574;766;383;378;5;5;5;1000;1000.000;1000.000;148;148.000;148.000;1;0;0;1;
1417773591.00099992752075195312;2;3;1.011;-0.868;0.091;2.900;-1.709;0.203;2.904;-1.702;0.203;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;6.973;75.052;-9.061;-4.156;83.371;-10.635;9.779;81.038;-10.635;777;390;389;5;5;5;1000;1000.000;1000.000;150;150.000;150.000;1;0;0;1;
1417773591.05900001525878906250;3;4;1.009;-0.813;0.080;3.909;-2.522;0.283;3.918;-2.511;0.283;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-4.156;83.371;-10.635;9.779;81.038;-10.635;761;401;397;7;7;7;1001;1001.000;1001.000;150;150.000;150.000;1;0;0;0;
1417773591.11700010299682617188;4;5;0.731;-0.622;0.056;4.640;-3.144;0.339;4.652;-3.128;0.339;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-36.979;6.646;2.364;-41.135;90.017;-8.271;-25.860;92.935;-8.271;790;423;421;3;3;3;1000;1000.000;1000.000;146;146.000;146.000;1;0;0;1;
1417773591.17499995231628417969;5;6;0.936;0.058;-0.017;5.576;-3.086;0.322;5.588;-3.065;0.322;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;8.061;67.390;-5.885;-33.074;157.407;-14.156;-1.562;156.307;-14.156;754;408;405;3;3;3;1001;1001.000;1001.000;124;124.000;124.000;1;0;0;1;
1417773591.23300004005432128906;6;7;0.844;-0.407;0.062;6.420;-3.493;0.384;6.434;-3.466;0.384;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-44.372;104.844;-11.972;-77.447;262.251;-26.128;4.771;269.978;-26.128;747;426;426;3;3;3;1000;1000.000;1000.000;147;147.000;147.000;1;0;0;1;
1417773591.29099988937377929688;7;8;0.904;-0.350;0.037;7.324;-3.842;0.421;7.341;-3.809;0.421;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-77.447;262.251;-26.128;4.771;269.978;-26.128;781;448;445;2;2;0;1000;1000.000;1000.000;150;150.000;150.000;1;0;0;0;
1417773591.34899997711181640625;8;9;1.006;0.524;-0.033;8.329;-3.319;0.387;8.343;-3.278;0.387;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-5.860;61.575;-5.886;-83.306;323.827;-32.014;32.445;325.295;-32.014;794;424;418;6;6;6;1000;1000.000;1000.000;167;167.000;167.000;1;0;0;1;
1417773591.40700006484985351562;9;10;0.961;-0.719;0.079;9.291;-4.038;0.466;9.310;-3.990;0.466;0.000;-0.000;-0.000;0.754;0.031;-0.013;0.754;0.031;-0.013;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;16.978;68.690;-7.943;-66.329;392.517;-39.957;89.573;367.044;-39.957;803;466;444;9;9;9;1000;1000.000;1000.000;182;182.000;182.000;1;0;0;1;
