PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty10.son;TIME0(sec)=1417781579.937;numPings=984;SonarWidth=753;SonarHeight=944;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417781580.04999995231628417969;0;1;0.419;-0.675;0.054;0.419;-0.675;0.054;0.419;-0.675;0.054;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;1000;262;244;10;10;10;1003;1003.000;1003.000;165;165.000;164.000;1;0;0;0;
1417781580.16300010681152343750;1;2;0.378;-0.315;-0.020;0.796;-0.990;0.034;0.797;-0.989;0.034;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.178;-1.562;0.300;0.178;-1.562;0.300;0.186;-1.561;0.300;1000;270;237;16;16;16;1000;1000.000;1000.000;171;171.000;98.000;1;0;0;1;
1417781580.27699995040893554688;2;3;0.307;-0.232;0.011;1.103;-1.222;0.045;1.104;-1.221;0.045;0.668;-0.879;-0.119;0.668;-0.879;-0.119;0.666;-0.880;-0.119;0.111;0.166;-0.104;0.111;0.166;-0.104;0.111;0.166;-0.104;0.308;0.330;-0.137;0.485;-1.232;0.163;0.492;-1.230;0.163;1000;293;265;13;13;9;1001;1001.000;1001.000;243;243.000;140.000;1;1;1;1;
1417781580.39000010490417480469;3;4;0.287;-0.292;0.019;1.390;-1.514;0.064;1.391;-1.513;0.064;0.308;0.465;-0.138;0.976;-0.414;-0.258;0.977;-0.417;-0.258;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.444;-1.897;0.391;0.929;-3.129;0.554;0.955;-3.123;0.554;1000;323;299;23;23;14;1000;1000.000;1000.000;265;265.000;164.000;1;1;0;1;
1417781580.50399994850158691406;4;5;0.398;0.012;-0.022;1.788;-1.503;0.043;1.790;-1.501;0.043;0.163;0.630;-0.129;1.139;0.217;-0.387;1.143;0.213;-0.387;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.889;-1.066;0.228;1.818;-4.195;0.782;1.858;-4.177;0.782;1000;337;303;23;23;16;1000;1000.000;1000.000;311;311.000;185.000;1;1;0;1;
1417781580.61700010299682617188;5;6;0.336;-0.098;0.036;2.124;-1.601;0.078;2.126;-1.599;0.078;1.214;-1.388;1.805;2.353;-1.171;1.418;2.391;-1.144;1.418;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.305;-0.907;0.116;2.123;-5.102;0.898;2.177;-5.078;0.898;1000;359;320;36;36;36;1000;1000.000;1000.000;337;337.000;209.000;1;1;0;1;
1417781580.73000001907348632812;6;7;0.534;-0.189;0.077;2.659;-1.789;0.155;2.661;-1.786;0.155;0.081;-1.134;0.241;2.434;-2.305;1.659;2.506;-2.276;1.659;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.336;0.270;0.011;2.459;-4.832;0.909;2.509;-4.803;0.909;1000;381;357;43;43;25;1001;1001.000;1001.000;403;403.000;242.000;1;1;0;1;
1417781580.84400010108947753906;7;8;0.312;0.288;-0.001;2.970;-1.502;0.155;2.972;-1.498;0.155;0.016;2.210;-0.253;2.451;-0.095;1.406;2.468;-0.066;1.406;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.249;-3.123;0.425;2.708;-7.955;1.333;2.831;-7.919;1.333;1000;383;356;53;53;30;1000;1000.000;1000.000;479;479.000;315.000;1;1;0;1;
1417781580.95700001716613769531;8;9;0.345;0.366;-0.017;3.315;-1.136;0.138;3.316;-1.131;0.138;0.215;2.523;-0.388;2.665;2.428;1.018;2.638;2.461;1.018;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;1.011;0.499;-0.028;3.719;-7.456;1.305;3.830;-7.398;1.305;1000;415;397;62;62;38;1000;1000.000;1000.000;512;512.000;338.000;1;1;0;1;
1417781581.06999993324279785156;9;10;0.427;0.027;0.033;3.743;-1.109;0.171;3.743;-1.103;0.171;0.320;-0.382;0.144;2.985;2.046;1.161;2.965;2.085;1.161;0.000;-0.000;-0.000;0.111;0.166;-0.104;0.111;0.166;-0.104;0.505;-0.479;0.242;4.224;-7.935;1.547;4.348;-7.863;1.547;1000;407;368;66;66;34;1000;1000.000;1000.000;555;555.000;346.000;1;1;0;1;
