length=;199;
t1;t2;x;y;yaw;numCorners;numMatches;numInliers;estValid;
0.00000000000000000000;0.20000000000000001110;10.009;-0.053;0.004;668;668;540;1;
0.20000000000000001110;0.40000000000000002220;9.993;-0.181;0.025;657;657;534;1;
0.40000000000000002220;0.59999999999999997780;10.027;-0.066;0.007;670;670;545;1;
0.59999999999999997780;0.80000000000000004441;9.978;-0.008;0.001;655;655;529;1;
0.80000000000000004441;1.00000000000000000000;10.048;-0.105;0.016;680;680;554;1;
1.00000000000000000000;1.19999999999999995559;9.990;0.050;-0.008;682;682;554;1;
1.19999999999999995559;1.39999999999999991118;9.995;-0.011;0.002;683;683;552;1;
1.39999999999999991118;1.60000000000000008882;10.002;-0.026;0.010;678;678;549;1;
1.60000000000000008882;1.80000000000000004441;10.024;-0.092;0.014;661;661;528;1;
1.80000000000000004441;2.00000000000000000000;10.012;-0.034;0.005;678;678;555;1;
2.00000000000000000000;2.20000000000000017764;10.010;-0.176;0.022;676;676;569;1;
2.20000000000000017764;2.39999999999999991118;10.002;-0.017;-0.001;675;675;554;1;
2.39999999999999991118;2.60000000000000008882;10.021;0.051;-0.005;690;690;574;1;
2.60000000000000008882;2.79999999999999982236;9.942;-0.063;0.006;675;675;557;1;
2.79999999999999982236;3.00000000000000000000;10.071;0.138;-0.028;664;664;556;1;
3.00000000000000000000;3.20000000000000017764;10.024;-0.166;0.024;683;683;570;1;
3.20000000000000017764;3.39999999999999991118;9.985;0.039;-0.006;680;680;559;1;
3.39999999999999991118;3.60000000000000008882;9.991;-0.108;0.007;646;646;530;1;
3.60000000000000008882;3.79999999999999982236;9.999;-0.035;-0.002;660;660;544;1;
3.79999999999999982236;4.00000000000000000000;9.945;-0.003;0.001;647;647;529;1;
4.00000000000000000000;4.20000000000000017764;10.018;0.134;-0.015;689;689;553;1;
4.20000000000000017764;4.40000000000000035527;10.020;-0.077;0.014;661;661;534;1;
4.40000000000000035527;4.59999999999999964473;9.989;-0.047;0.006;653;653;532;1;
4.59999999999999964473;4.79999999999999982236;10.044;0.055;-0.007;688;688;572;1;
4.79999999999999982236;5.00000000000000000000;10.015;0.080;-0.015;678;678;564;1;
5.00000000000000000000;5.20000000000000017764;10.006;-0.035;0.001;683;683;565;1;
5.20000000000000017764;5.40000000000000035527;9.979;0.049;-0.008;700;699;578;1;
5.40000000000000035527;5.59999999999999964473;9.963;0.107;-0.014;697;697;579;1;
5.59999999999999964473;5.79999999999999982236;10.088;0.269;-0.038;659;659;573;1;
5.79999999999999982236;6.00000000000000000000;9.965;0.072;-0.013;666;666;559;1;
6.00000000000000000000;6.20000000000000017764;10.026;-0.046;0.007;643;643;528;1;
6.20000000000000017764;6.40000000000000035527;10.010;0.012;-0.002;625;625;505;1;
6.40000000000000035527;6.59999999999999964473;10.061;-0.010;-0.002;686;686;564;1;
6.59999999999999964473;6.79999999999999982236;9.973;0.016;-0.006;671;671;574;1;
6.79999999999999982236;7.00000000000000000000;10.000;-0.108;0.005;658;658;562;1;
7.00000000000000000000;7.20000000000000017764;9.964;-0.047;0.006;673;673;559;1;
7.20000000000000017764;7.40000000000000035527;9.995;0.134;-0.009;575;575;473;1;
7.40000000000000035527;7.59999999999999964473;9.982;0.000;0.001;687;687;564;1;
7.59999999999999964473;7.79999999999999982236;9.989;0.081;-0.010;667;667;546;1;
7.79999999999999982236;8.00000000000000000000;10.010;-0.010;-0.002;683;683;567;1;
8.00000000000000000000;8.19999999999999928946;10.081;0.076;-0.012;629;627;521;1;
8.19999999999999928946;8.40000000000000035527;9.970;-0.057;0.003;636;636;514;1;
8.40000000000000035527;8.59999999999999964473;9.961;-0.023;0.005;663;663;548;1;
8.59999999999999964473;8.80000000000000071054;10.017;0.314;-0.034;683;683;578;1;
8.80000000000000071054;9.00000000000000000000;10.011;0.036;-0.005;671;671;552;1;
9.00000000000000000000;9.19999999999999928946;9.998;0.044;-0.008;660;660;547;1;
9.19999999999999928946;9.40000000000000035527;9.999;-0.085;0.014;651;651;541;1;
9.40000000000000035527;9.59999999999999964473;10.020;0.130;-0.015;683;683;567;1;
9.59999999999999964473;9.80000000000000071054;9.968;-0.002;-0.003;659;659;542;1;
9.80000000000000071054;10.00000000000000000000;9.973;-0.004;0.000;688;688;562;1;
10.00000000000000000000;10.19999999999999928946;9.966;0.090;-0.006;634;634;517;1;
10.19999999999999928946;10.40000000000000035527;10.027;0.058;-0.008;693;693;569;1;
10.40000000000000035527;10.59999999999999964473;9.971;0.072;-0.000;669;669;554;1;
10.59999999999999964473;10.80000000000000071054;9.967;-0.089;0.012;677;677;554;1;
10.80000000000000071054;11.00000000000000000000;9.980;0.105;-0.010;672;672;553;1;
11.00000000000000000000;11.19999999999999928946;10.002;0.154;-0.021;689;689;567;1;
11.19999999999999928946;11.40000000000000035527;10.028;-0.013;0.006;684;684;565;1;
11.40000000000000035527;11.59999999999999964473;9.990;0.034;-0.011;678;678;552;1;
11.59999999999999964473;11.80000000000000071054;10.004;-0.199;0.022;678;678;557;1;
11.80000000000000071054;12.00000000000000000000;9.982;0.176;-0.017;681;681;563;1;
12.00000000000000000000;12.19999999999999928946;10.012;-0.149;0.018;684;684;567;1;
12.19999999999999928946;12.40000000000000035527;10.020;-0.099;0.008;674;674;566;1;
12.40000000000000035527;12.59999999999999964473;10.006;0.102;-0.013;696;696;583;1;
12.59999999999999964473;12.80000000000000071054;10.014;-0.091;0.005;672;672;560;1;
12.80000000000000071054;13.00000000000000000000;10.005;0.047;-0.004;680;680;551;1;
13.00000000000000000000;13.19999999999999928946;10.007;-0.053;0.008;675;675;557;1;
13.19999999999999928946;13.40000000000000035527;10.009;-0.091;0.006;696;696;578;1;
13.40000000000000035527;13.59999999999999964473;9.986;-0.198;0.023;674;674;551;1;
13.59999999999999964473;13.80000000000000071054;10.009;0.177;-0.023;689;689;569;1;
13.80000000000000071054;14.00000000000000000000;10.006;-0.040;0.002;665;665;543;1;
14.00000000000000000000;14.19999999999999928946;10.013;0.008;0.003;678;678;560;1;
14.19999999999999928946;14.40000000000000035527;10.018;0.068;-0.006;683;683;554;1;
14.40000000000000035527;14.59999999999999964473;9.977;-0.048;0.001;695;695;569;1;
14.59999999999999964473;14.80000000000000071054;10.001;0.083;-0.014;682;682;557;1;
14.80000000000000071054;15.00000000000000000000;10.007;-0.007;0.013;670;670;562;1;
15.00000000000000000000;15.19999999999999928946;10.037;0.131;-0.015;668;668;554;1;
15.19999999999999928946;15.40000000000000035527;10.004;0.046;-0.003;687;687;561;1;
15.40000000000000035527;15.59999999999999964473;10.013;-0.054;0.005;689;689;560;1;
15.59999999999999964473;15.80000000000000071054;9.977;0.089;-0.011;684;684;557;1;
15.80000000000000071054;16.00000000000000000000;10.031;-0.066;0.004;674;674;541;1;
16.00000000000000000000;16.19999999999999928946;9.995;-0.071;0.013;685;685;560;1;
16.19999999999999928946;16.39999999999999857891;10.014;-0.036;0.008;669;669;542;1;
16.39999999999999857891;16.60000000000000142109;9.975;-0.055;0.003;672;672;544;1;
