PROPERTIES:;SonarFileName=../../Data/IceTesting/IceTestingLinux/Ice/Run18/2014-01-25_15-04-16.son;TIME0(sec)=1390680256.545;numPings=463;SonarWidth=353;SonarHeight=478;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1390680256.68799996376037597656;0;1;-0.541;-1.246;0.438;-0.541;-1.246;0.438;-0.531;-1.250;0.438;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;11.887;7.941;-1.931;11.887;7.941;-1.931;12.148;7.536;-1.931;476;471;471;48;48;48;1000;1000.000;1000.000;330;330.000;330.000;1;0;0;1;
1390680256.82299995422363281250;1;2;-0.974;-0.081;0.089;-1.515;-1.327;0.527;-1.505;-1.340;0.527;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;10.304;28.451;-6.716;22.191;36.392;-8.646;26.611;34.114;-8.646;472;466;466;48;48;48;1000;1000.000;1000.000;381;381.000;381.000;1;0;0;1;
1390680257.00600004196166992188;2;3;2.031;0.982;-0.260;0.516;-0.344;0.267;0.522;-0.348;0.267;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;22.191;36.392;-8.646;26.611;34.114;-8.646;477;474;474;45;45;45;1000;1000.000;1000.000;398;398.000;398.000;1;0;0;0;
1390680257.14299988746643066406;3;4;-0.598;1.450;-0.273;-0.082;1.106;-0.006;-0.076;1.102;-0.006;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;22.191;36.392;-8.646;26.611;34.114;-8.646;487;480;480;54;54;54;1000;1000.000;1000.000;470;470.000;470.000;1;0;0;0;
1390680257.32500004768371582031;4;5;-0.068;0.556;-0.071;-0.150;1.662;-0.077;-0.143;1.659;-0.077;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-22.770;18.428;-4.550;-0.579;54.820;-13.196;8.650;57.254;-13.196;463;454;454;51;51;51;1000;1000.000;1000.000;448;448.000;448.000;1;0;0;1;
1390680257.47799992561340332031;5;6;1.762;1.144;-0.186;1.613;2.806;-0.262;1.624;2.794;-0.262;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;19.806;28.550;-3.094;19.227;83.370;-16.290;35.669;79.103;-16.290;475;471;471;46;46;46;1000;1000.000;1000.000;467;467.000;467.000;1;0;0;1;
1390680257.62700009346008300781;6;7;-0.709;0.498;0.008;0.904;3.304;-0.255;0.918;3.296;-0.255;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;19.227;83.370;-16.290;35.669;79.103;-16.290;485;483;483;40;40;40;1000;1000.000;1000.000;441;441.000;441.000;1;0;0;0;
1390680257.78600001335144042969;7;8;1.444;-2.795;0.535;2.348;0.509;0.281;2.376;0.507;0.281;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-1.545;-8.597;2.671;17.681;74.774;-13.620;32.143;71.112;-13.620;489;478;478;49;49;49;1000;1000.000;1000.000;403;403.000;403.000;1;0;0;1;
1390680257.92600011825561523438;8;9;0.763;-2.034;0.367;3.111;-1.526;0.647;3.162;-1.518;0.647;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;19.560;23.610;-8.473;37.241;98.384;-22.093;59.147;85.632;-22.093;484;473;473;41;41;41;1000;1000.000;1000.000;390;390.000;390.000;1;0;0;1;
1390680258.09100008010864257812;9;10;-0.027;0.632;-0.277;3.084;-0.893;0.370;3.131;-0.886;0.370;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;37.241;98.384;-22.093;59.147;85.632;-22.093;486;479;479;40;40;40;1000;1000.000;1000.000;419;419.000;419.000;1;0;0;0;
