PROPERTIES:;SonarFileName=../../Data/IceTesting/IceTestingLinux/Ice/Run4/2014-01-25_14-41-46.son;TIME0(sec)=1390678906.550;numPings=305;SonarWidth=353;SonarHeight=478;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1390678906.69600009918212890625;0;1;1.280;0.060;-0.161;1.280;0.060;-0.161;1.281;0.057;-0.161;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-36.835;-8.374;-2.798;-36.835;-8.374;-2.798;-37.199;-6.566;-2.798;500;494;494;45;45;45;1001;1001.000;1001.000;426;426.000;426.000;1;0;0;1;
1390678906.87199997901916503906;1;2;0.070;-1.834;0.156;1.350;-1.774;-0.005;1.350;-1.778;-0.005;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-36.835;-8.374;-2.798;-37.199;-6.566;-2.798;480;474;474;31;31;31;1000;1000.000;1000.000;390;390.000;390.000;1;0;0;0;
1390678907.01200008392333984375;2;3;0.621;-3.036;0.480;1.971;-4.811;0.474;1.996;-4.809;0.474;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-48.804;-2.091;2.913;-85.639;-10.465;0.115;-86.000;-8.755;0.115;491;487;487;38;38;38;1000;1000.000;1000.000;427;427.000;427.000;1;0;0;1;
1390678907.15599989891052246094;3;4;-0.860;1.596;-0.304;1.111;-3.215;0.170;1.131;-3.216;0.170;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-85.639;-10.465;0.115;-86.000;-8.755;0.115;486;475;475;28;28;28;1000;1000.000;1000.000;384;384.000;384.000;1;0;0;0;
1390678907.34500002861022949219;4;5;0.099;0.231;0.335;1.210;-2.984;0.506;1.228;-2.984;0.506;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-39.397;-9.586;4.601;-125.036;-20.051;4.716;-124.475;-21.548;4.716;487;480;480;30;30;30;1000;1000.000;1000.000;388;388.000;388.000;1;0;0;1;
1390678907.52600002288818359375;5;6;1.138;2.425;-0.352;2.348;-0.559;0.153;2.360;-0.556;0.153;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-1.542;36.422;-6.810;-126.578;16.371;-2.094;-124.685;14.906;-2.094;488;486;486;39;39;39;1000;1000.000;1000.000;428;428.000;428.000;1;0;0;1;
1390678907.67899990081787109375;6;7;-0.178;-0.365;0.135;2.170;-0.924;0.288;2.183;-0.921;0.288;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-126.578;16.371;-2.094;-124.685;14.906;-2.094;490;488;488;35;35;35;1000;1000.000;1000.000;430;430.000;430.000;1;0;0;0;
1390678907.82100009918212890625;7;8;-0.840;-2.702;0.362;1.330;-3.626;0.650;1.374;-3.633;0.650;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-126.578;16.371;-2.094;-124.685;14.906;-2.094;484;481;481;29;29;29;1000;1000.000;1000.000;408;408.000;408.000;1;0;0;0;
1390678907.94400000572204589844;8;9;0.943;0.057;0.191;2.273;-3.569;0.842;2.316;-3.562;0.842;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;5.083;-7.034;2.953;5.083;-7.034;2.953;5.438;-6.762;2.953;11.143;67.294;-19.204;-115.435;83.665;-21.298;-89.860;73.557;-21.298;480;479;479;43;43;43;1000;1000.000;1000.000;395;395.000;395.000;1;0;1;1;
1390678908.11599993705749511719;9;10;1.469;1.176;-0.043;3.742;-2.393;0.799;3.768;-2.366;0.799;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;5.083;-7.034;2.953;5.438;-6.762;2.953;0.000;-0.000;-0.000;-115.435;83.665;-21.298;-89.860;73.557;-21.298;493;488;488;47;47;47;1000;1000.000;1000.000;453;453.000;453.000;1;0;0;0;
1390678908.24300003051757812500;10;11;1.920;-0.448;0.232;5.662;-2.841;1.031;5.696;-2.779;1.031;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-12.682;7.769;-7.245;-7.599;0.735;-4.292;-6.627;1.934;-4.292;-52.248;30.930;-2.712;-167.682;114.595;-24.010;-125.001;123.070;-24.010;495;488;488;31;31;31;1000;1000.000;1000.000;409;409.000;409.000;1;0;1;1;
1390678908.38700008392333984375;11;12;0.529;-0.588;0.079;6.191;-3.429;1.110;6.237;-3.357;1.110;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;0.000;-0.000;-0.000;-167.682;114.595;-24.010;-125.001;123.070;-24.010;495;493;493;42;42;42;1000;1000.000;1000.000;370;370.000;370.000;1;0;0;0;
1390678908.52500009536743164062;12;13;-1.917;1.063;-0.253;4.273;-2.366;0.857;4.304;-2.323;0.857;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;11.572;-6.716;0.768;-156.111;107.879;-23.243;-117.019;112.333;-23.243;478;473;473;38;38;38;1000;1000.000;1000.000;295;295.000;295.000;1;0;0;1;
1390678908.68099999427795410156;13;14;-0.850;0.081;-0.063;3.423;-2.286;0.794;3.453;-2.254;0.794;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;-11.608;27.097;-2.853;-167.719;134.976;-26.095;-115.525;141.774;-26.095;476;473;473;37;37;37;1000;1000.000;1000.000;304;304.000;304.000;1;0;0;1;
1390678908.81500005722045898438;14;15;-1.710;-1.156;0.167;1.713;-3.441;0.961;1.762;-3.439;0.961;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;0.000;-0.000;-0.000;-167.719;134.976;-26.095;-115.525;141.774;-26.095;487;483;483;41;41;41;1000;1000.000;1000.000;314;314.000;314.000;1;0;0;0;
1390678908.95799994468688964844;15;16;2.100;1.081;-0.510;3.813;-2.360;0.450;3.854;-2.341;0.450;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;0.000;-0.000;-0.000;-167.719;134.976;-26.095;-115.525;141.774;-26.095;490;486;486;36;36;36;1000;1000.000;1000.000;384;384.000;384.000;1;0;0;0;
1390678909.09400010108947753906;16;17;0.658;0.146;-0.072;4.472;-2.214;0.378;4.511;-2.191;0.378;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-7.599;0.735;-4.292;-6.627;1.934;-4.292;-0.798;4.467;-2.669;-168.517;139.443;-28.765;-114.075;146.074;-28.765;483;473;473;38;38;38;1002;1002.000;1002.000;310;310.000;310.000;1;0;0;1;
