PROPERTIES:;SonarFileName=../../Data/IceTesting/IceTestingLinux/Ice/Run16/2014-01-25_15-00-30.son;TIME0(sec)=1390680030.412;numPings=395;SonarWidth=353;SonarHeight=478;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1390680030.55999994277954101562;0;1;-2.089;-1.401;0.339;-2.089;-1.401;0.339;-2.081;-1.413;0.339;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;488;482;482;35;35;35;1000;1000.000;1000.000;415;415.000;415.000;1;0;0;0;
1390680030.69499993324279785156;1;2;0.962;-0.814;0.188;-1.128;-2.215;0.528;-1.112;-2.218;0.528;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;-17.633;1.082;0.338;-17.633;1.082;0.338;-17.639;0.977;0.338;-4.217;60.456;-12.353;-4.217;60.456;-12.353;8.814;59.958;-12.353;493;486;486;33;33;33;1000;1000.000;1000.000;351;351.000;351.000;1;0;1;1;
1390680030.84200000762939453125;2;3;2.881;-1.703;0.442;1.753;-3.917;0.970;1.797;-3.872;0.970;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;-59.737;1.046;3.266;-63.954;61.501;-9.086;-50.009;70.425;-9.086;487;480;480;26;26;26;1000;1000.000;1000.000;413;413.000;413.000;1;0;0;1;
1390680030.97699999809265136719;3;4;0.244;1.479;0.034;1.997;-2.438;1.003;2.015;-2.389;1.003;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;12.890;46.012;-15.553;-51.064;107.513;-24.639;-19.110;106.874;-24.639;484;482;482;34;34;34;1000;1000.000;1000.000;408;408.000;408.000;1;0;0;1;
1390680031.10100007057189941406;4;5;1.285;0.087;-0.126;3.281;-2.352;0.878;3.298;-2.282;0.878;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;3.307;-9.009;5.974;-47.757;98.504;-18.665;-18.860;97.280;-18.665;485;477;477;34;34;34;1000;1000.000;1000.000;353;353.000;353.000;1;0;0;1;
1390680031.25900006294250488281;5;6;0.529;-2.314;0.386;3.811;-4.665;1.264;3.878;-4.584;1.264;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;0.000;-0.000;-0.000;-47.757;98.504;-18.665;-18.860;97.280;-18.665;473;464;464;31;31;31;1001;1001.000;1001.000;340;340.000;340.000;1;0;0;0;
1390680031.41400003433227539062;6;7;-1.228;-0.767;0.076;2.582;-5.432;1.340;2.668;-5.379;1.340;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;0.000;-0.000;-0.000;-47.757;98.504;-18.665;-18.860;97.280;-18.665;477;471;471;33;33;33;1000;1000.000;1000.000;400;400.000;400.000;1;0;0;0;
1390680031.54699993133544921875;7;8;-0.639;-0.217;0.061;1.944;-5.649;1.401;2.035;-5.612;1.401;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;-21.262;7.511;6.661;-69.019;106.015;-12.004;-38.095;109.049;-12.004;484;477;477;24;24;24;1001;1001.000;1001.000;378;378.000;378.000;1;0;0;1;
1390680031.66599988937377929688;8;9;-1.041;1.671;-0.359;0.903;-3.978;1.042;0.964;-3.959;1.042;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;-43.789;58.959;-17.493;-112.808;164.974;-29.497;-47.177;181.926;-29.497;494;490;490;32;32;32;1000;1000.000;1000.000;431;431.000;431.000;1;0;0;1;
1390680031.81299996376037597656;9;10;-2.152;-4.327;0.835;-1.249;-8.305;1.877;-1.045;-8.355;1.877;0.000;-0.000;-0.000;0.000;-0.000;-0.000;0.000;0.000;0.000;0.000;-0.000;-0.000;-17.633;1.082;0.338;-17.639;0.977;0.338;0.000;-0.000;-0.000;-112.808;164.974;-29.497;-47.177;181.926;-29.497;475;468;468;35;35;35;1000;1000.000;1000.000;428;428.000;428.000;1;0;0;0;
