frame;rangeResMag;bearingResMag;rangeResClr;height;width
1953;0.026875;0.180528;0.026875;646;256
1954;0.026875;0.180528;0.026875;646;256
1955;0.026875;0.180528;0.026875;646;256
1956;0.026875;0.180528;0.026875;646;256
1957;0.026875;0.180528;0.026875;646;256
1958;0.026875;0.180528;0.026875;646;256
1959;0.026875;0.180528;0.026875;646;256
1960;0.026875;0.180528;0.026875;646;256
1961;0.026875;0.180528;0.026875;646;256
1962;0.026875;0.180528;0.026875;646;256
1963;0.026875;0.180528;0.026875;646;256
1964;0.026875;0.180528;0.026875;646;256
1965;0.026875;0.180528;0.026875;646;256
1966;0.026875;0.180528;0.026875;646;256
1967;0.026875;0.180528;0.026875;646;256
1968;0.026875;0.180528;0.026875;646;256
1969;0.026875;0.180528;0.026875;646;256
1970;0.026875;0.180528;0.026875;646;256
1971;0.026875;0.180528;0.026875;646;256
1972;0.026875;0.180528;0.026875;646;256
1973;0.026875;0.180528;0.026875;646;256
1974;0.026875;0.180528;0.026875;646;256
1975;0.026875;0.180528;0.026875;646;256
1976;0.026875;0.180528;0.026875;646;256
1977;0.026875;0.180528;0.026875;646;256
1978;0.026875;0.180528;0.026875;646;256
1979;0.026875;0.180528;0.026875;646;256
1980;0.026875;0.180528;0.026875;646;256
1981;0.026875;0.180528;0.026875;646;256
1982;0.026875;0.180528;0.026875;646;256
1983;0.026875;0.180528;0.026875;646;256
1984;0.026875;0.180528;0.026875;646;256
1985;0.026875;0.180528;0.026875;646;256
1986;0.026875;0.180528;0.026875;646;256
1987;0.026875;0.180528;0.026875;646;256
1988;0.026875;0.180528;0.026875;646;256
1989;0.026875;0.180528;0.026875;646;256
1990;0.026875;0.180528;0.026875;646;256
1991;0.026875;0.180528;0.026875;646;256
1992;0.026875;0.180528;0.026875;646;256
1993;0.026875;0.180528;0.026875;646;256
1994;0.026875;0.180528;0.026875;646;256
1995;0.026875;0.180528;0.026875;646;256
1996;0.026875;0.180528;0.026875;646;256
1997;0.026875;0.180528;0.026875;646;256
1998;0.026875;0.180528;0.026875;646;256
1999;0.026875;0.180528;0.026875;646;256
2000;0.026875;0.180528;0.026875;646;256
2001;0.026875;0.180528;0.026875;646;256
2002;0.026875;0.180528;0.026875;646;256
2003;0.026875;0.180528;0.026875;646;256
2004;0.026875;0.180528;0.026875;646;256
2005;0.026875;0.180528;0.026875;646;256
2006;0.026875;0.180528;0.026875;646;256
2007;0.026875;0.180528;0.026875;646;256
2008;0.026875;0.180528;0.026875;646;256
2009;0.026875;0.180528;0.026875;646;256
2010;0.026875;0.180528;0.026875;646;256
2011;0.026875;0.180528;0.026875;646;256
2012;0.026875;0.180528;0.026875;646;256
2013;0.026875;0.180528;0.026875;646;256
2014;0.026875;0.180528;0.026875;646;256
2015;0.026875;0.180528;0.026875;646;256
2016;0.026875;0.180528;0.026875;646;256
2017;0.026875;0.180528;0.026875;646;256
2018;0.026875;0.180528;0.026875;646;256
2019;0.026875;0.180528;0.026875;646;256
2020;0.026875;0.180528;0.026875;646;256
2021;0.026875;0.180528;0.026875;646;256
2022;0.026875;0.180528;0.026875;646;256
2023;0.026875;0.180528;0.026875;646;256
2024;0.026875;0.180528;0.026875;646;256
2025;0.026875;0.180528;0.026875;646;256
2026;0.026875;0.180528;0.026875;646;256
2027;0.026875;0.180528;0.026875;646;256
2028;0.026875;0.180528;0.026875;646;256
2029;0.026875;0.180528;0.026875;646;256
2030;0.026875;0.180528;0.026875;646;256
2031;0.026875;0.180528;0.026875;646;256
2032;0.026875;0.180528;0.026875;646;256
2033;0.026875;0.180528;0.026875;646;256
2034;0.026875;0.180528;0.026875;646;256
2035;0.026875;0.180528;0.026875;646;256
2036;0.026875;0.180528;0.026875;646;256
2037;0.026875;0.180528;0.026875;646;256
2038;0.026875;0.180528;0.026875;646;256
2039;0.026875;0.180528;0.026875;646;256
2040;0.026875;0.180528;0.026875;646;256
2041;0.026875;0.180528;0.026875;646;256
2042;0.026875;0.180528;0.026875;646;256
2043;0.026875;0.180528;0.026875;646;256
2044;0.026875;0.180528;0.026875;646;256
2045;0.026875;0.180528;0.026875;646;256
2046;0.026875;0.180528;0.026875;646;256
2047;0.026875;0.180528;0.026875;646;256
2048;0.026875;0.180528;0.026875;646;256
2049;0.026875;0.180528;0.026875;646;256
2050;0.026875;0.180528;0.026875;646;256
2051;0.026875;0.180528;0.026875;646;256
2052;0.026875;0.180528;0.026875;646;256
2053;0.026875;0.180528;0.026875;646;256
2054;0.026875;0.180528;0.026875;646;256
2055;0.026875;0.180528;0.026875;646;256
2056;0.026875;0.180528;0.026875;646;256
2057;0.026875;0.180528;0.026875;646;256
2058;0.026875;0.180528;0.026875;646;256
2059;0.026875;0.180528;0.026875;646;256
2060;0.026875;0.180528;0.026875;646;256
2061;0.026875;0.180528;0.026875;646;256
2062;0.026875;0.180528;0.026875;646;256
2063;0.026875;0.180528;0.026875;646;256
2064;0.026875;0.180528;0.026875;646;256
2065;0.026875;0.180528;0.026875;646;256
2066;0.026875;0.180528;0.026875;646;256
2067;0.026875;0.180528;0.026875;646;256
2068;0.026875;0.180528;0.026875;646;256
2069;0.026875;0.180528;0.026875;646;256
2070;0.026875;0.180528;0.026875;646;256
2071;0.026875;0.180528;0.026875;646;256
2072;0.026875;0.180528;0.026875;646;256
2073;0.026875;0.180528;0.026875;646;256
2074;0.026875;0.180528;0.026875;646;256
2075;0.026875;0.180528;0.026875;646;256
2076;0.026875;0.180528;0.026875;646;256
2077;0.026875;0.180528;0.026875;646;256
2078;0.026875;0.180528;0.026875;646;256
2079;0.026875;0.180528;0.026875;646;256
2080;0.026875;0.180528;0.026875;646;256
2081;0.026875;0.180528;0.026875;646;256
2082;0.026875;0.180528;0.026875;646;256
2083;0.026875;0.180528;0.026875;646;256
2084;0.026875;0.180528;0.026875;646;256
2085;0.026875;0.180528;0.026875;646;256
2086;0.026875;0.180528;0.026875;646;256
2087;0.026875;0.180528;0.026875;646;256
2088;0.026875;0.180528;0.026875;646;256
2089;0.026875;0.180528;0.026875;646;256
2090;0.026875;0.180528;0.026875;646;256
2091;0.026875;0.180528;0.026875;646;256
2092;0.026875;0.180528;0.026875;646;256
2093;0.026875;0.180528;0.026875;646;256
2094;0.026875;0.180528;0.026875;646;256
2095;0.026875;0.180528;0.026875;646;256
2096;0.026875;0.180528;0.026875;646;256
2097;0.026875;0.180528;0.026875;646;256
2098;0.026875;0.180528;0.026875;646;256
2099;0.026875;0.180528;0.026875;646;256
2100;0.026875;0.180528;0.026875;646;256
2101;0.026875;0.180528;0.026875;646;256
2102;0.026875;0.180528;0.026875;646;256
2103;0.026875;0.180528;0.026875;646;256
2104;0.026875;0.180528;0.026875;646;256
2105;0.026875;0.180528;0.026875;646;256
2106;0.026875;0.180528;0.026875;646;256
2107;0.026875;0.180528;0.026875;646;256
2108;0.026875;0.180528;0.026875;646;256
2109;0.026875;0.180528;0.026875;646;256
2110;0.026875;0.180528;0.026875;646;256
2111;0.026875;0.180528;0.026875;646;256
2112;0.026875;0.180528;0.026875;646;256
2113;0.026875;0.180528;0.026875;646;256
2114;0.026875;0.180528;0.026875;646;256
2115;0.026875;0.180528;0.026875;646;256
2116;0.026875;0.180528;0.026875;646;256
2117;0.026875;0.180528;0.026875;646;256
2118;0.026875;0.180528;0.026875;646;256
2119;0.026875;0.180528;0.026875;646;256
2120;0.026875;0.180528;0.026875;646;256
2121;0.026875;0.180528;0.026875;646;256
2122;0.026875;0.180528;0.026875;646;256
2123;0.026875;0.180528;0.026875;646;256
2124;0.026875;0.180528;0.026875;646;256
2125;0.026875;0.180528;0.026875;646;256
2126;0.026875;0.180528;0.026875;646;256
2127;0.026875;0.180528;0.026875;646;256
2128;0.026875;0.180528;0.026875;646;256
2129;0.026875;0.180528;0.026875;646;256
2130;0.026875;0.180528;0.026875;646;256
2131;0.026875;0.180528;0.026875;646;256
2132;0.026875;0.180528;0.026875;646;256
2133;0.026875;0.180528;0.026875;646;256
2134;0.026875;0.180528;0.026875;646;256
2135;0.026875;0.180528;0.026875;646;256
2136;0.026875;0.180528;0.026875;646;256
2137;0.026875;0.180528;0.026875;646;256
2138;0.026875;0.180528;0.026875;646;256
2139;0.026875;0.180528;0.026875;646;256
2140;0.026875;0.180528;0.026875;646;256
2141;0.026875;0.180528;0.026875;646;256
2142;0.026875;0.180528;0.026875;646;256
2143;0.026875;0.180528;0.026875;646;256
2144;0.026875;0.180528;0.026875;646;256
2145;0.026875;0.180528;0.026875;646;256
2146;0.026875;0.180528;0.026875;646;256
2147;0.026875;0.180528;0.026875;646;256
2148;0.026875;0.180528;0.026875;646;256
2149;0.026875;0.180528;0.026875;646;256
2150;0.026875;0.180528;0.026875;646;256
2151;0.026875;0.180528;0.026875;646;256
2152;0.026875;0.180528;0.026875;646;256
2153;0.026875;0.180528;0.026875;646;256
2154;0.026875;0.180528;0.026875;646;256
2155;0.026875;0.180528;0.026875;646;256
2156;0.026875;0.180528;0.026875;646;256
2157;0.026875;0.180528;0.026875;646;256
2158;0.026875;0.180528;0.026875;646;256
2159;0.026875;0.180528;0.026875;646;256
2160;0.026875;0.180528;0.026875;646;256
2161;0.026875;0.180528;0.026875;646;256
2162;0.026875;0.180528;0.026875;646;256
2163;0.026875;0.180528;0.026875;646;256
2164;0.026875;0.180528;0.026875;646;256
2165;0.026875;0.180528;0.026875;646;256
2166;0.026875;0.180528;0.026875;646;256
2167;0.026875;0.180528;0.026875;646;256
2168;0.026875;0.180528;0.026875;646;256
2169;0.026875;0.180528;0.026875;646;256
2170;0.026875;0.180528;0.026875;646;256
2171;0.026875;0.180528;0.026875;646;256
2172;0.026875;0.180528;0.026875;646;256
2173;0.026875;0.180528;0.026875;646;256
2174;0.026875;0.180528;0.026875;646;256
2175;0.026875;0.180528;0.026875;646;256
2176;0.026875;0.180528;0.026875;646;256
2177;0.026875;0.180528;0.026875;646;256
2178;0.026875;0.180528;0.026875;646;256
2179;0.026875;0.180528;0.026875;646;256
2180;0.026875;0.180528;0.026875;646;256
2181;0.026875;0.180528;0.026875;646;256
2182;0.026875;0.180528;0.026875;646;256
2183;0.026875;0.180528;0.026875;646;256
2184;0.026875;0.180528;0.026875;646;256
2185;0.026875;0.180528;0.026875;646;256
2186;0.026875;0.180528;0.026875;646;256
2187;0.026875;0.180528;0.026875;646;256
2188;0.026875;0.180528;0.026875;646;256
2189;0.026875;0.180528;0.026875;646;256
2190;0.026875;0.180528;0.026875;646;256
2191;0.026875;0.180528;0.026875;646;256
2192;0.026875;0.180528;0.026875;646;256
2193;0.026875;0.180528;0.026875;646;256
2194;0.026875;0.180528;0.026875;646;256
2195;0.026875;0.180528;0.026875;646;256
2196;0.026875;0.180528;0.026875;646;256
2197;0.026875;0.180528;0.026875;646;256
2198;0.026875;0.180528;0.026875;646;256
2199;0.026875;0.180528;0.026875;646;256
2200;0.026875;0.180528;0.026875;646;256
2201;0.026875;0.180528;0.026875;646;256
2202;0.026875;0.180528;0.026875;646;256
2203;0.026875;0.180528;0.026875;646;256
2204;0.026875;0.180528;0.026875;646;256
2205;0.026875;0.180528;0.026875;646;256
2206;0.026875;0.180528;0.026875;646;256
2207;0.026875;0.180528;0.026875;646;256
2208;0.026875;0.180528;0.026875;646;256
2209;0.026875;0.180528;0.026875;646;256
2210;0.026875;0.180528;0.026875;646;256
2211;0.026875;0.180528;0.026875;646;256
2212;0.026875;0.180528;0.026875;646;256
2213;0.026875;0.180528;0.026875;646;256
2214;0.026875;0.180528;0.026875;646;256
2215;0.026875;0.180528;0.026875;646;256
2216;0.026875;0.180528;0.026875;646;256
2217;0.026875;0.180528;0.026875;646;256
2218;0.026875;0.180528;0.026875;646;256
2219;0.026875;0.180528;0.026875;646;256
2220;0.026875;0.180528;0.026875;646;256
2221;0.026875;0.180528;0.026875;646;256
2222;0.026875;0.180528;0.026875;646;256
2223;0.026875;0.180528;0.026875;646;256
2224;0.026875;0.180528;0.026875;646;256
2225;0.026875;0.180528;0.026875;646;256
2226;0.026875;0.180528;0.026875;646;256
2227;0.026875;0.180528;0.026875;646;256
2228;0.026875;0.180528;0.026875;646;256
2229;0.026875;0.180528;0.026875;646;256
2230;0.026875;0.180528;0.026875;646;256
2231;0.026875;0.180528;0.026875;646;256
2232;0.026875;0.180528;0.026875;646;256
2233;0.026875;0.180528;0.026875;646;256
2234;0.026875;0.180528;0.026875;646;256
2235;0.026875;0.180528;0.026875;646;256
2236;0.026875;0.180528;0.026875;646;256
2237;0.026875;0.180528;0.026875;646;256
2238;0.026875;0.180528;0.026875;646;256
2239;0.026875;0.180528;0.026875;646;256
2240;0.026875;0.180528;0.026875;646;256
2241;0.026875;0.180528;0.026875;646;256
2242;0.026875;0.180528;0.026875;646;256
2243;0.026875;0.180528;0.026875;646;256
2244;0.026875;0.180528;0.026875;646;256
2245;0.026875;0.180528;0.026875;646;256
2246;0.026875;0.180528;0.026875;646;256
2247;0.026875;0.180528;0.026875;646;256
2248;0.026875;0.180528;0.026875;646;256
2249;0.026875;0.180528;0.026875;646;256
2250;0.026875;0.180528;0.026875;646;256
2251;0.026875;0.180528;0.026875;646;256
2252;0.026875;0.180528;0.026875;646;256
2253;0.026875;0.180528;0.026875;646;256
2254;0.026875;0.180528;0.026875;646;256
2255;0.026875;0.180528;0.026875;646;256
2256;0.026875;0.180528;0.026875;646;256
2257;0.026875;0.180528;0.026875;646;256
2258;0.026875;0.180528;0.026875;646;256
2259;0.026875;0.180528;0.026875;646;256
2260;0.026875;0.180528;0.026875;646;256
2261;0.026875;0.180528;0.026875;646;256
2262;0.026875;0.180528;0.026875;646;256
2263;0.026875;0.180528;0.026875;646;256
2264;0.026875;0.180528;0.026875;646;256
2265;0.026875;0.180528;0.026875;646;256
2266;0.026875;0.180528;0.026875;646;256
2267;0.026875;0.180528;0.026875;646;256
2268;0.026875;0.180528;0.026875;646;256
2269;0.026875;0.180528;0.026875;646;256
2270;0.026875;0.180528;0.026875;646;256
2271;0.026875;0.180528;0.026875;646;256
2272;0.026875;0.180528;0.026875;646;256
2273;0.026875;0.180528;0.026875;646;256
2274;0.026875;0.180528;0.026875;646;256
2275;0.026875;0.180528;0.026875;646;256
2276;0.026875;0.180528;0.026875;646;256
2277;0.026875;0.180528;0.026875;646;256
2278;0.026875;0.180528;0.026875;646;256
2279;0.026875;0.180528;0.026875;646;256
2280;0.026875;0.180528;0.026875;646;256
2281;0.026875;0.180528;0.026875;646;256
2282;0.026875;0.180528;0.026875;646;256
2283;0.026875;0.180528;0.026875;646;256
2284;0.026875;0.180528;0.026875;646;256
2285;0.026875;0.180528;0.026875;646;256
2286;0.026875;0.180528;0.026875;646;256
2287;0.026875;0.180528;0.026875;646;256
2288;0.026875;0.180528;0.026875;646;256
2289;0.026875;0.180528;0.026875;646;256
2290;0.026875;0.180528;0.026875;646;256
2291;0.026875;0.180528;0.026875;646;256
2292;0.026875;0.180528;0.026875;646;256
2293;0.026875;0.180528;0.026875;646;256
2294;0.026875;0.180528;0.026875;646;256
2295;0.026875;0.180528;0.026875;646;256
2296;0.026875;0.180528;0.026875;646;256
2297;0.026875;0.180528;0.026875;646;256
2298;0.026875;0.180528;0.026875;646;256
2299;0.026875;0.180528;0.026875;646;256
2300;0.026875;0.180528;0.026875;646;256
2301;0.026875;0.180528;0.026875;646;256
2302;0.026875;0.180528;0.026875;646;256
2303;0.026875;0.180528;0.026875;646;256
2304;0.026875;0.180528;0.026875;646;256
2305;0.026875;0.180528;0.026875;646;256
2306;0.026875;0.180528;0.026875;646;256
2307;0.026875;0.180528;0.026875;646;256
2308;0.026875;0.180528;0.026875;646;256
2309;0.026875;0.180528;0.026875;646;256
2310;0.026875;0.180528;0.026875;646;256
2311;0.026875;0.180528;0.026875;646;256
2312;0.026875;0.180528;0.026875;646;256
2313;0.026875;0.180528;0.026875;646;256
2314;0.026875;0.180528;0.026875;646;256
2315;0.026875;0.180528;0.026875;646;256
2316;0.026875;0.180528;0.026875;646;256
2317;0.026875;0.180528;0.026875;646;256
2318;0.026875;0.180528;0.026875;646;256
2319;0.026875;0.180528;0.026875;646;256
2320;0.026875;0.180528;0.026875;646;256
2321;0.026875;0.180528;0.026875;646;256
2322;0.026875;0.180528;0.026875;646;256
2323;0.026875;0.180528;0.026875;646;256
2324;0.026875;0.180528;0.026875;646;256
2325;0.026875;0.180528;0.026875;646;256
2326;0.026875;0.180528;0.026875;646;256
2327;0.026875;0.180528;0.026875;646;256
2328;0.026875;0.180528;0.026875;646;256
2329;0.026875;0.180528;0.026875;646;256
2330;0.026875;0.180528;0.026875;646;256
2331;0.026875;0.180528;0.026875;646;256
2332;0.026875;0.180528;0.026875;646;256
2333;0.026875;0.180528;0.026875;646;256
2334;0.026875;0.180528;0.026875;646;256
2335;0.026875;0.180528;0.026875;646;256
2336;0.026875;0.180528;0.026875;646;256
2337;0.026875;0.180528;0.026875;646;256
2338;0.026875;0.180528;0.026875;646;256
2339;0.026875;0.180528;0.026875;646;256
2340;0.026875;0.180528;0.026875;646;256
2341;0.026875;0.180528;0.026875;646;256
2342;0.026875;0.180528;0.026875;646;256
2343;0.026875;0.180528;0.026875;646;256
2344;0.026875;0.180528;0.026875;646;256
2345;0.026875;0.180528;0.026875;646;256
2346;0.026875;0.180528;0.026875;646;256
2347;0.026875;0.180528;0.026875;646;256
2348;0.026875;0.180528;0.026875;646;256
2349;0.026875;0.180528;0.026875;646;256
2350;0.026875;0.180528;0.026875;646;256
2351;0.026875;0.180528;0.026875;646;256
2352;0.026875;0.180528;0.026875;646;256
2353;0.026875;0.180528;0.026875;646;256
2354;0.026875;0.180528;0.026875;646;256
2355;0.026875;0.180528;0.026875;646;256
2356;0.026875;0.180528;0.026875;646;256
2357;0.026875;0.180528;0.026875;646;256
2358;0.026875;0.180528;0.026875;646;256
2359;0.026875;0.180528;0.026875;646;256
2360;0.026875;0.180528;0.026875;646;256
2361;0.026875;0.180528;0.026875;646;256
2362;0.026875;0.180528;0.026875;646;256
2363;0.026875;0.180528;0.026875;646;256
2364;0.026875;0.180528;0.026875;646;256
2365;0.026875;0.180528;0.026875;646;256
2366;0.026875;0.180528;0.026875;646;256
2367;0.026875;0.180528;0.026875;646;256
2368;0.026875;0.180528;0.026875;646;256
2369;0.026875;0.180528;0.026875;646;256
2370;0.026875;0.180528;0.026875;646;256
2371;0.026875;0.180528;0.026875;646;256
2372;0.026875;0.180528;0.026875;646;256
2373;0.026875;0.180528;0.026875;646;256
2374;0.026875;0.180528;0.026875;646;256
2375;0.026875;0.180528;0.026875;646;256
2376;0.026875;0.180528;0.026875;646;256
2377;0.026875;0.180528;0.026875;646;256
2378;0.026875;0.180528;0.026875;646;256
2379;0.026875;0.180528;0.026875;646;256
2380;0.026875;0.180528;0.026875;646;256
2381;0.026875;0.180528;0.026875;646;256
2382;0.026875;0.180528;0.026875;646;256
2383;0.026875;0.180528;0.026875;646;256
2384;0.026875;0.180528;0.026875;646;256
2385;0.026875;0.180528;0.026875;646;256
2386;0.026875;0.180528;0.026875;646;256
2387;0.026875;0.180528;0.026875;646;256
2388;0.026875;0.180528;0.026875;646;256
2389;0.026875;0.180528;0.026875;646;256
2390;0.026875;0.180528;0.026875;646;256
2391;0.026875;0.180528;0.026875;646;256
2392;0.026875;0.180528;0.026875;646;256
2393;0.026875;0.180528;0.026875;646;256
2394;0.026875;0.180528;0.026875;646;256
2395;0.026875;0.180528;0.026875;646;256
2396;0.026875;0.180528;0.026875;646;256
2397;0.026875;0.180528;0.026875;646;256
2398;0.026875;0.180528;0.026875;646;256
2399;0.026875;0.180528;0.026875;646;256
2400;0.026875;0.180528;0.026875;646;256
2401;0.026875;0.180528;0.026875;646;256
2402;0.026875;0.180528;0.026875;646;256
2403;0.026875;0.180528;0.026875;646;256
2404;0.026875;0.180528;0.026875;646;256
2405;0.026875;0.180528;0.026875;646;256
2406;0.026875;0.180528;0.026875;646;256
2407;0.026875;0.180528;0.026875;646;256
2408;0.026875;0.180528;0.026875;646;256
2409;0.026875;0.180528;0.026875;646;256
2410;0.026875;0.180528;0.026875;646;256
2411;0.026875;0.180528;0.026875;646;256
2412;0.026875;0.180528;0.026875;646;256
2413;0.026875;0.180528;0.026875;646;256
2414;0.026875;0.180528;0.026875;646;256
2415;0.026875;0.180528;0.026875;646;256
2416;0.026875;0.180528;0.026875;646;256
2417;0.026875;0.180528;0.026875;646;256
2418;0.026875;0.180528;0.026875;646;256
2419;0.026875;0.180528;0.026875;646;256
2420;0.026875;0.180528;0.026875;646;256
2421;0.026875;0.180528;0.026875;646;256
2422;0.026875;0.180528;0.026875;646;256
2423;0.026875;0.180528;0.026875;646;256
2424;0.026875;0.180528;0.026875;646;256
2425;0.026875;0.180528;0.026875;646;256
2426;0.026875;0.180528;0.026875;646;256
2427;0.026875;0.180528;0.026875;646;256
2428;0.026875;0.180528;0.026875;646;256
2429;0.026875;0.180528;0.026875;646;256
2430;0.026875;0.180528;0.026875;646;256
2431;0.026875;0.180528;0.026875;646;256
2432;0.026875;0.180528;0.026875;646;256
2433;0.026875;0.180528;0.026875;646;256
2434;0.026875;0.180528;0.026875;646;256
2435;0.026875;0.180528;0.026875;646;256
2436;0.026875;0.180528;0.026875;646;256
2437;0.026875;0.180528;0.026875;646;256
2438;0.026875;0.180528;0.026875;646;256
2439;0.026875;0.180528;0.026875;646;256
2440;0.026875;0.180528;0.026875;646;256
2441;0.026875;0.180528;0.026875;646;256
2442;0.026875;0.180528;0.026875;646;256
2443;0.026875;0.180528;0.026875;646;256
2444;0.026875;0.180528;0.026875;646;256
2445;0.026875;0.180528;0.026875;646;256
2446;0.026875;0.180528;0.026875;646;256
2447;0.026875;0.180528;0.026875;646;256
2448;0.026875;0.180528;0.026875;646;256
2449;0.026875;0.180528;0.026875;646;256
2450;0.026875;0.180528;0.026875;646;256
2451;0.026875;0.180528;0.026875;646;256
2452;0.026875;0.180528;0.026875;646;256
2453;0.026875;0.180528;0.026875;646;256
2454;0.026875;0.180528;0.026875;646;256
2455;0.026875;0.180528;0.026875;646;256
2456;0.026875;0.180528;0.026875;646;256
2457;0.026875;0.180528;0.026875;646;256
2458;0.026875;0.180528;0.026875;646;256
2459;0.026875;0.180528;0.026875;646;256
2460;0.026875;0.180528;0.026875;646;256
2461;0.026875;0.180528;0.026875;646;256
2462;0.026875;0.180528;0.026875;646;256
2463;0.026875;0.180528;0.026875;646;256
2464;0.026875;0.180528;0.026875;646;256
2465;0.026875;0.180528;0.026875;646;256
2466;0.026875;0.180528;0.026875;646;256
2467;0.026875;0.180528;0.026875;646;256
2468;0.026875;0.180528;0.026875;646;256
2469;0.026875;0.180528;0.026875;646;256
2470;0.026875;0.180528;0.026875;646;256
2471;0.026875;0.180528;0.026875;646;256
2472;0.026875;0.180528;0.026875;646;256
2473;0.026875;0.180528;0.026875;646;256
2474;0.026875;0.180528;0.026875;646;256
2475;0.026875;0.180528;0.026875;646;256
2476;0.026875;0.180528;0.026875;646;256
2477;0.026875;0.180528;0.026875;646;256
2478;0.026875;0.180528;0.026875;646;256
2479;0.026875;0.180528;0.026875;646;256
2480;0.026875;0.180528;0.026875;646;256
2481;0.026875;0.180528;0.026875;646;256
2482;0.026875;0.180528;0.026875;646;256
2483;0.026875;0.180528;0.026875;646;256
2484;0.026875;0.180528;0.026875;646;256
2485;0.026875;0.180528;0.026875;646;256
2486;0.026875;0.180528;0.026875;646;256
2487;0.026875;0.180528;0.026875;646;256
2488;0.026875;0.180528;0.026875;646;256
2489;0.026875;0.180528;0.026875;646;256
2490;0.026875;0.180528;0.026875;646;256
2491;0.026875;0.180528;0.026875;646;256
2492;0.026875;0.180528;0.026875;646;256
2493;0.026875;0.180528;0.026875;646;256
2494;0.026875;0.180528;0.026875;646;256
2495;0.026875;0.180528;0.026875;646;256
2496;0.026875;0.180528;0.026875;646;256
2497;0.026875;0.180528;0.026875;646;256
2498;0.026875;0.180528;0.026875;646;256
2499;0.026875;0.180528;0.026875;646;256
2500;0.026875;0.180528;0.026875;646;256
2501;0.026875;0.180528;0.026875;646;256
2502;0.026875;0.180528;0.026875;646;256
2503;0.026875;0.180528;0.026875;646;256
2504;0.026875;0.180528;0.026875;646;256
2505;0.026875;0.180528;0.026875;646;256
2506;0.026875;0.180528;0.026875;646;256
2507;0.026875;0.180528;0.026875;646;256
2508;0.026875;0.180528;0.026875;646;256
2509;0.026875;0.180528;0.026875;646;256
2510;0.026875;0.180528;0.026875;646;256
2511;0.026875;0.180528;0.026875;646;256
2512;0.026875;0.180528;0.026875;646;256
2513;0.026875;0.180528;0.026875;646;256
2514;0.026875;0.180528;0.026875;646;256
2515;0.026875;0.180528;0.026875;646;256
2516;0.026875;0.180528;0.026875;646;256
2517;0.026875;0.180528;0.026875;646;256
2518;0.026875;0.180528;0.026875;646;256
2519;0.026875;0.180528;0.026875;646;256
2520;0.026875;0.180528;0.026875;646;256
2521;0.026875;0.180528;0.026875;646;256
2522;0.026875;0.180528;0.026875;646;256
2523;0.026875;0.180528;0.026875;646;256
2524;0.026875;0.180528;0.026875;646;256
2525;0.026875;0.180528;0.026875;646;256
2526;0.026875;0.180528;0.026875;646;256
2527;0.026875;0.180528;0.026875;646;256
2528;0.026875;0.180528;0.026875;646;256
2529;0.026875;0.180528;0.026875;646;256
2530;0.026875;0.180528;0.026875;646;256
2531;0.026875;0.180528;0.026875;646;256
2532;0.026875;0.180528;0.026875;646;256
2533;0.026875;0.180528;0.026875;646;256
2534;0.026875;0.180528;0.026875;646;256
2535;0.026875;0.180528;0.026875;646;256
2536;0.026875;0.180528;0.026875;646;256
2537;0.026875;0.180528;0.026875;646;256
2538;0.026875;0.180528;0.026875;646;256
2539;0.026875;0.180528;0.026875;646;256
2540;0.026875;0.180528;0.026875;646;256
2541;0.026875;0.180528;0.026875;646;256
2542;0.026875;0.180528;0.026875;646;256
2543;0.026875;0.180528;0.026875;646;256
2544;0.026875;0.180528;0.026875;646;256
2545;0.026875;0.180528;0.026875;646;256
2546;0.026875;0.180528;0.026875;646;256
2547;0.026875;0.180528;0.026875;646;256
2548;0.026875;0.180528;0.026875;646;256
2549;0.026875;0.180528;0.026875;646;256
2550;0.026875;0.180528;0.026875;646;256
2551;0.026875;0.180528;0.026875;646;256
2552;0.026875;0.180528;0.026875;646;256
2553;0.026875;0.180528;0.026875;646;256
2554;0.026875;0.180528;0.026875;646;256
2555;0.026875;0.180528;0.026875;646;256
2556;0.026875;0.180528;0.026875;646;256
2557;0.026875;0.180528;0.026875;646;256
2558;0.026875;0.180528;0.026875;646;256
2559;0.026875;0.180528;0.026875;646;256
2560;0.026875;0.180528;0.026875;646;256
2561;0.026875;0.180528;0.026875;646;256
2562;0.026875;0.180528;0.026875;646;256
2563;0.026875;0.180528;0.026875;646;256
2564;0.026875;0.180528;0.026875;646;256
2565;0.026875;0.180528;0.026875;646;256
2566;0.026875;0.180528;0.026875;646;256
2567;0.026875;0.180528;0.026875;646;256
2568;0.026875;0.180528;0.026875;646;256
2569;0.026875;0.180528;0.026875;646;256
2570;0.026875;0.180528;0.026875;646;256
2571;0.026875;0.180528;0.026875;646;256
2572;0.026875;0.180528;0.026875;646;256
2573;0.026875;0.180528;0.026875;646;256
2574;0.026875;0.180528;0.026875;646;256
2575;0.026875;0.180528;0.026875;646;256
2576;0.026875;0.180528;0.026875;646;256
2577;0.026875;0.180528;0.026875;646;256
2578;0.026875;0.180528;0.026875;646;256
2579;0.026875;0.180528;0.026875;646;256
2580;0.026875;0.180528;0.026875;646;256
2581;0.026875;0.180528;0.026875;646;256
2582;0.026875;0.180528;0.026875;646;256
2583;0.026875;0.180528;0.026875;646;256
2584;0.026875;0.180528;0.026875;646;256
2585;0.026875;0.180528;0.026875;646;256
2586;0.026875;0.180528;0.026875;646;256
2587;0.026875;0.180528;0.026875;646;256
